last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,twitter,facebook,youtube_id,bioguide_id,wikipedia_id
Holding,George,,,,George Holding,1968-04-17,M,rep,NC,2,,Republican,https://holding.house.gov,1110 Longworth House Office Building; Washington DC 20515-3302,202-225-3032,RepHolding,CongressmanGeorgeHolding,UCx6IgBfJmIhXSXymnPr78hw,H001065,George Holding
Cramer,Kevin,,,,Kevin Cramer,1961-01-21,M,sen,ND,,1,Republican,https://www.cramer.senate.gov,400 Russell Senate Office Building Washington DC 20510,202-224-2043,SenKevinCramer,CongressmanKevinCramer,UCqUPdO9XaAW-dvwwXKbIVdA,C001096,Kevin Cramer
Fischer,Deb,,,,Deb Fischer,1951-03-01,F,sen,NE,,1,Republican,https://www.fischer.senate.gov,454 Russell Senate Office Building Washington DC 20510,202-224-6551,SenatorFischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,F000463,Deb Fischer
Kuster,Ann,M.,,,Ann M. Kuster,1956-09-05,F,rep,NH,2,,Democrat,https://kuster.house.gov,320 Cannon House Office Building; Washington DC 20515-2902,202-225-5206,RepAnnieKuster,CongresswomanAnnieKuster,UCYAD_Eti2b5gXSicbgPsBYA,K000382,Ann McLane Kuster
Meng,Grace,,,,Grace Meng,1975-10-01,F,rep,NY,6,,Democrat,https://meng.house.gov,2209 Rayburn House Office Building; Washington DC 20515-3206,202-225-2601,RepGraceMeng,repgracemeng,UCHg516zJKbIBtXFAJ0nu3XQ,M001188,Grace Meng
Jeffries,Hakeem,S.,,,Hakeem S. Jeffries,1970-08-04,M,rep,NY,8,,Democrat,https://jeffries.house.gov,2433 Rayburn House Office Building; Washington DC 20515-3208,202-225-5936,RepJeffries,RepHakeemJeffries,UCYVmbsjoNbQ4j-PCQIYgpWQ,J000294,Hakeem Jeffries
Maloney,Sean,Patrick,,,Sean Patrick Maloney,1966-07-30,M,rep,NY,18,,Democrat,https://seanmaloney.house.gov,2331 Rayburn House Office Building; Washington DC 20515-3218,202-225-5441,RepSeanMaloney,RepSeanMaloney,UCNiVzzf4Vz-vCMPBcnjGuXQ,M001185,Sean Patrick Maloney
Wenstrup,Brad,R.,,,Brad R. Wenstrup,1958-06-17,M,rep,OH,2,,Republican,https://wenstrup.house.gov,2419 Rayburn House Office Building; Washington DC 20515-3502,202-225-3164,RepBradWenstrup,RepBradWenstrup,UCaK7SeUvmHdHTMtF3HXb-jA,W000815,Brad Wenstrup
Beatty,Joyce,,,,Joyce Beatty,1950-03-12,F,rep,OH,3,,Democrat,https://beatty.house.gov,2303 Rayburn House Office Building; Washington DC 20515-3503,202-225-4324,RepBeatty,RepJoyceBeatty,UCtVl3kb7Xvt3pY7l6x-M6LA,B001281,Joyce Beatty
Joyce,David,P.,,,David P. Joyce,1957-03-17,M,rep,OH,14,,Republican,https://joyce.house.gov,1124 Longworth House Office Building; Washington DC 20515-3514,202-225-5731,RepDaveJoyce,RepDaveJoyce,UCTu9xz2VYk-jtQv0TVsLyYA,J000295,David Joyce (politician)
Mullin,Markwayne,,,,Markwayne Mullin,1977-07-26,M,rep,OK,2,,Republican,https://mullin.house.gov,2421 Rayburn House Office Building; Washington DC 20515-3602,202-225-2701,RepMullin,RepMullin,UCLQlm-cbGbJj9baZC6oFsag,M001190,Markwayne Mullin
Perry,Scott,,,,Scott Perry,1962-05-27,M,rep,PA,10,,Republican,https://perry.house.gov,1207 Longworth House Office Building; Washington DC 20515-3810,202-225-5836,RepScottPerry,repscottperry,UCzgrU5PT_HHRgf5hXPen4dQ,P000605,Scott Perry (politician)
Cartwright,Matthew,A.,,,Matt Cartwright,1961-05-01,M,rep,PA,8,,Democrat,https://cartwright.house.gov,1034 Longworth House Office Building; Washington DC 20515-3808,202-225-5546,RepCartwright,CongressmanMattCartwright,UCnAOvexSGLBnYidaFzguhTQ,C001090,Matt Cartwright
Rice,Tom,,,,Tom Rice,1957-08-04,M,rep,SC,7,,Republican,https://rice.house.gov,512 Cannon House Office Building; Washington DC 20515-4007,202-225-9895,RepTomRice,reptomrice,UCEmPVQphMGoXAfWJli68BEw,R000597,Tom Rice
Cruz,Ted,,,,Ted Cruz,1970-12-22,M,sen,TX,,1,Republican,https://www.cruz.senate.gov,127A Russell Senate Office Building Washington DC 20510,202-224-5922,SenTedCruz,SenatorTedCruz,UCOTZ-6H1rri1lSsj6IzhUyw,C001098,Ted Cruz
Weber,Randy,K.,,,"Randy K. Weber, Sr.",1953-07-02,M,rep,TX,14,,Republican,https://weber.house.gov,107 Cannon House Office Building; Washington DC 20515-4314,202-225-2831,TXRandy14,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,W000814,Randy Weber
Castro,Joaquin,,,,Joaquin Castro,1974-09-16,M,rep,TX,20,,Democrat,https://castro.house.gov,2241 Rayburn House Office Building; Washington DC 20515-4320,202-225-3236,JoaquinCastrotx,326420614138023,UCsRxWnFdRiV2od1O5v5nEeQ,C001091,Joaquín Castro
Williams,Roger,,,,Roger Williams,1949-09-13,M,rep,TX,25,,Republican,https://williams.house.gov,1708 Longworth House Office Building; Washington DC 20515-4325,202-225-9896,RepRWilliams,RepRogerWilliams,UCBtfmMMQarjtLB9U_pWMOhw,W000816,Roger Williams (American politician)
Veasey,Marc,A.,,,Marc A. Veasey,1971-01-03,M,rep,TX,33,,Democrat,https://veasey.house.gov,2348 Rayburn House Office Building; Washington DC 20515-4333,202-225-9897,RepVeasey,CongressmanMarcVeasey,UC2CRp1KF5uljZyhDRPR-72Q,V000131,Marc Veasey
Vela,Filemon,,,,Filemon Vela,1963-02-13,M,rep,TX,34,,Democrat,https://vela.house.gov,307 Cannon House Office Building; Washington DC 20515-4334,202-225-9901,RepFilemonVela,USCongressmanFilemonVela,,V000132,Filemon Vela Jr.
Stewart,Chris,,,,Chris Stewart,1960-07-15,M,rep,UT,2,,Republican,https://stewart.house.gov,2242 Rayburn House Office Building; Washington DC 20515-4402,202-225-9730,RepChrisStewart,RepChrisStewart,UCKYqzTvmQVWys-WhrCkbyPw,S001192,Chris Stewart (politician)
Kaine,Timothy,,,Tim,Tim Kaine,1958-02-26,M,sen,VA,,1,Democrat,https://www.kaine.senate.gov,231 Russell Senate Office Building Washington DC 20510,202-224-4024,,SenatorKaine,UC27LgTZlUnBQoNEQFZdn9LA,K000384,Tim Kaine
Kilmer,Derek,,,,Derek Kilmer,1974-01-01,M,rep,WA,6,,Democrat,https://kilmer.house.gov,1410 Longworth House Office Building; Washington DC 20515-4706,202-225-5916,RepDerekKilmer,derek.kilmer,,K000381,Derek Kilmer
Heck,Denny,,,,Denny Heck,1952-07-29,M,rep,WA,10,,Democrat,https://dennyheck.house.gov,2452 Rayburn House Office Building; Washington DC 20515-4710,202-225-9740,RepDennyHeck,CongressmanDennyHeck,UCU89cl5_yhHzo-oTHiEyaRg,H001064,Denny Heck
Pocan,Mark,,,,Mark Pocan,1964-08-14,M,rep,WI,2,,Democrat,https://pocan.house.gov,1421 Longworth House Office Building; Washington DC 20515-4902,202-225-2906,RepMarkPocan,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,P000607,Mark Pocan
Kelly,Robin,,,,Robin L. Kelly,1956-04-30,F,rep,IL,2,,Democrat,https://robinkelly.house.gov,2416 Rayburn House Office Building; Washington DC 20515-1302,202-225-0773,RepRobinKelly,reprobinkelly,UCLhcNPX2nNQLNzwKW0nEykg,K000385,Robin Kelly
Smith,Jason,T.,,,Jason Smith,1980-06-16,M,rep,MO,8,,Republican,https://jasonsmith.house.gov,2418 Rayburn House Office Building; Washington DC 20515-2508,202-225-4404,RepJasonSmith,repjasonsmith,UCzj9-27Lr4gcqopmZAobXXg,S001195,Jason Smith (politician)
Booker,Cory,Anthony,,,Cory A. Booker,1969-04-27,M,sen,NJ,,2,Democrat,https://www.booker.senate.gov,717 Hart Senate Office Building Washington DC 20510,202-224-3224,SenBooker,,UC6FlymqNS1VettnVZa7goPA,B001288,Cory Booker
Clark,Katherine,M.,,,Katherine M. Clark,1963-07-17,F,rep,MA,5,,Democrat,https://katherineclark.house.gov,2448 Rayburn House Office Building; Washington DC 20515-2105,202-225-2836,RepKClark,CongresswomanClark,UCgaI52w7QKI8LtkSeCCmSuw,C001101,Katherine Clark
Byrne,Bradley,,,,Bradley Byrne,1955-02-16,M,rep,AL,1,,Republican,https://byrne.house.gov,119 Cannon House Office Building; Washington DC 20515-0101,202-225-4931,RepByrne,RepByrne,UCRUXmqQbrKo0T6xi_GT7TEA,B001289,Bradley Byrne
Norcross,Donald,W.,,,Donald Norcross,1958-12-13,M,rep,NJ,1,,Democrat,https://norcross.house.gov,2437 Rayburn House Office Building; Washington DC 20515-3001,202-225-6501,DonaldNorcross,DonaldNorcrossNJ,UC7kXK_PyDiOT8YrdP0jYZHw,N000188,Donald Norcross
Adams,Alma,,,,Alma S. Adams,1946-05-27,F,rep,NC,12,,Democrat,https://adams.house.gov,2436 Rayburn House Office Building; Washington DC 20515-3312,202-225-1510,RepAdams,CongresswomanAdams,UCPI9ao1Cr1nxEUD2r-usRjQ,A000370,Alma Adams
Palmer,Gary,,,,Gary J. Palmer,1954-05-14,M,rep,AL,6,,Republican,https://palmer.house.gov,207 Cannon House Office Building; Washington DC 20515-0106,202-225-4921,USRepGaryPalmer,CongressmanGaryPalmer,UCYZfP-cNIvlJY3AcAc9OPpQ,P000609,Gary Palmer (politician)
Hill,French,,,,J. French Hill,1956-12-05,M,rep,AR,2,,Republican,https://hill.house.gov,1533 Longworth House Office Building; Washington DC 20515-0402,202-225-2506,RepFrenchHill,RepFrenchHill,UCT8uWroJtkwSsCJlVg0IKvQ,H001072,French Hill (politician)
Westerman,Bruce,,,,Bruce Westerman,1967-11-18,M,rep,AR,4,,Republican,https://westerman.house.gov,209 Cannon House Office Building; Washington DC 20515-0404,202-225-3772,RepWesterman,RepWesterman,UCNshPbmupCwP5a7Hi79jETQ,W000821,Bruce Westerman
Gallego,Ruben,,,,Ruben Gallego,1979-11-20,M,rep,AZ,7,,Democrat,https://rubengallego.house.gov,1131 Longworth House Office Building; Washington DC 20515-0307,202-225-4065,RepRubenGallego,RepRubenGallego,,G000574,Ruben Gallego
DeSaulnier,Mark,,,,Mark DeSaulnier,1952-03-31,M,rep,CA,11,,Democrat,https://desaulnier.house.gov,503 Cannon House Office Building; Washington DC 20515-0511,202-225-2095,RepDeSaulnier,RepMarkDeSaulnier,,D000623,Mark DeSaulnier
Aguilar,Pete,,,,Pete Aguilar,1979-06-19,M,rep,CA,31,,Democrat,https://aguilar.house.gov,109 Cannon House Office Building; Washington DC 20515-0531,202-225-3201,reppeteaguilar,reppeteaguilar,UCxwbFLOlKDsXrwizV5jah7g,A000371,Pete Aguilar
Lieu,Ted,,,,Ted Lieu,1969-03-29,M,rep,CA,33,,Democrat,https://lieu.house.gov,403 Cannon House Office Building; Washington DC 20515-0533,202-225-3976,RepTedLieu,RepTedLieu,UC9qcJxTqfDNBnVul1IojlFg,L000582,Ted Lieu
Torres,Norma,,,,Norma J. Torres,1965-04-04,F,rep,CA,35,,Democrat,https://torres.house.gov,2444 Rayburn House Office Building; Washington DC 20515-0535,202-225-6161,NormaJTorres,RepNormaTorres,UCvWY4qKP6--o3pIJY7hhKDg,T000474,Norma Torres
Buck,Ken,,,,Ken Buck,1959-02-16,M,rep,CO,4,,Republican,https://buck.house.gov,2455 Rayburn House Office Building; Washington DC 20515-0604,202-225-4676,RepKenBuck,repkenbuck,UCHK7Wcwij7NoxXGTeSHUWzg,B001297,Ken Buck
Carter,Buddy,,,,"Earl L. ""Buddy"" Carter",1957-09-06,M,rep,GA,1,,Republican,https://buddycarter.house.gov,2432 Rayburn House Office Building; Washington DC 20515-1001,202-225-5831,RepBuddyCarter,congressmanbuddycarter,UCHQm49T6ikD_ioMAt50AwKQ,C001103,Buddy Carter
Hice,Jody,,,,Jody B. Hice,1960-04-22,M,rep,GA,10,,Republican,https://hice.house.gov,409 Cannon House Office Building; Washington DC 20515-1010,202-225-4101,congressmanhice,CongressmanJodyHice,UCzUMsS8DusN2QLpgweFthgQ,H001071,Jody Hice
Loudermilk,Barry,,,,Barry Loudermilk,1963-12-22,M,rep,GA,11,,Republican,https://loudermilk.house.gov,422 Cannon House Office Building; Washington DC 20515-1011,202-225-2931,RepLoudermilk,reploudermilk,UC2Kfw8fjca8k3w3KpzL5tNg,L000583,Barry Loudermilk
Allen,Rick,,,,Rick W. Allen,1951-11-07,M,rep,GA,12,,Republican,https://allen.house.gov,2400 Rayburn House Office Building; Washington DC 20515-1012,202-225-2823,reprickallen,CongressmanRickAllen,UCZPoYXHFDAV17BGLMzGAmpg,A000372,Rick W. Allen
Bost,Mike,,,,Mike Bost,1960-12-30,M,rep,IL,12,,Republican,https://bost.house.gov,1440 Longworth House Office Building; Washington DC 20515-1312,202-225-5661,RepBost,RepBost,UCYA1psY06vSf3QadHuCrmjQ,B001295,Mike Bost
Abraham,Ralph,,,,Ralph Lee Abraham,1954-09-16,M,rep,LA,5,,Republican,https://abraham.house.gov,417 Cannon House Office Building; Washington DC 20515-1805,202-225-8490,RepAbraham,CongressmanRalphAbraham,,A000374,Ralph Abraham (politician)
Graves,Garret,,,,Garret Graves,1972-01-31,M,rep,LA,6,,Republican,https://garretgraves.house.gov,2402 Rayburn House Office Building; Washington DC 20515-1806,202-225-3901,RepGarretGraves,CongressmanGarretGraves,UCQLg9GGwTDluEFJtXf8seTA,G000577,Garret Graves
Moulton,Seth,,,,Seth Moulton,1978-10-24,M,rep,MA,6,,Democrat,https://moulton.house.gov,1127 Longworth House Office Building; Washington DC 20515-2106,202-225-8020,teammoulton,CongressmanSethMoulton,UC5w5qn7nj5Ljy69LTV7a_fQ,M001196,Seth Moulton
Moolenaar,John,,,,John R. Moolenaar,1961-05-08,M,rep,MI,4,,Republican,https://moolenaar.house.gov,117 Cannon House Office Building; Washington DC 20515-2204,202-225-3561,RepMoolenaar,RepMoolenaar,UCnMvVN4a8roZu4crE0UW2DA,M001194,John Moolenaar
Dingell,Debbie,,,,Debbie Dingell,1953-11-23,F,rep,MI,12,,Democrat,https://debbiedingell.house.gov,116 Cannon House Office Building; Washington DC 20515-2212,202-225-4071,RepDebDingell,RepDebbieDingell,UCnoP3KLT-HOvzDfC1-I-9lQ,D000624,Debbie Dingell
Lawrence,Brenda,,,,Brenda L. Lawrence,1954-10-18,F,rep,MI,14,,Democrat,https://lawrence.house.gov,2463 Rayburn House Office Building; Washington DC 20515-2214,202-225-5802,RepLawrence,395759603917487,UCf0USy9GNigkB8O9sS1dodw,L000581,Brenda Lawrence
Emmer,Tom,,,,Tom Emmer,1961-03-03,M,rep,MN,6,,Republican,https://emmer.house.gov,315 Cannon House Office Building; Washington DC 20515-2306,202-225-2331,RepTomEmmer,reptomemmer,,E000294,Tom Emmer
Rouzer,David,,,,David Rouzer,1972-02-16,M,rep,NC,7,,Republican,https://rouzer.house.gov,2439 Rayburn House Office Building; Washington DC 20515-3307,202-225-2731,RepDavidRouzer,RepRouzer,UCBvOxpqoGi1HlHjX9v_gHZw,R000603,David Rouzer
Watson Coleman,Bonnie,,,,Bonnie Watson Coleman,1945-02-06,F,rep,NJ,12,,Democrat,https://watsoncoleman.house.gov,2442 Rayburn House Office Building; Washington DC 20515-3012,202-225-5801,RepBonnie,RepBonnie,UCrxEaX0VKZKwg3930du2D5A,W000822,Bonnie Watson Coleman
Zeldin,Lee,,,,Lee M. Zeldin,1980-01-30,M,rep,NY,1,,Republican,https://zeldin.house.gov,2441 Rayburn House Office Building; Washington DC 20515-3201,202-225-3826,RepLeeZeldin,RepLeeZeldin,UCHzZuesCPDka2NhZO8icqzA,Z000017,Lee Zeldin
Rice,Kathleen,,,,Kathleen M. Rice,1965-02-15,F,rep,NY,4,,Democrat,https://kathleenrice.house.gov,2435 Rayburn House Office Building; Washington DC 20515-3204,202-225-5516,RepKathleenRice,RepKathleenRice,UCLYLmjrGtzzCFXMWPBxHAug,R000602,Kathleen Rice
Stefanik,Elise,,,,Elise M. Stefanik,1984-07-02,F,rep,NY,21,,Republican,https://stefanik.house.gov,318 Cannon House Office Building; Washington DC 20515-3221,202-225-4611,RepStefanik,RepEliseStefanik,UCHvf42C8Vw6QnjwO2L2ukKA,S001196,Elise Stefanik
Katko,John,,,,John Katko,1962-11-09,M,rep,NY,24,,Republican,https://katko.house.gov,2457 Rayburn House Office Building; Washington DC 20515-3224,202-225-3701,RepJohnKatko,RepJohnKatko,,K000386,John Katko
Boyle,Brendan,,,,Brendan F. Boyle,1977-02-06,M,rep,PA,2,,Democrat,https://boyle.house.gov,1133 Longworth House Office Building; Washington DC 20515-3802,202-225-6111,CongBoyle,CongressmanBoyle,UCMP_Anj7lz4eZuSh8GwFqQQ,B001296,Brendan Boyle
Hurd,Will,,,,Will Hurd,1977-08-19,M,rep,TX,23,,Republican,https://hurd.house.gov,317 Cannon House Office Building; Washington DC 20515-4323,202-225-4511,hurdonthehill,HurdOnTheHill,UCjWcn2lgGCZbwPs6lKxlziQ,H001073,Will Hurd
Babin,Brian,,,,Brian Babin,1948-03-23,M,rep,TX,36,,Republican,https://babin.house.gov,2236 Rayburn House Office Building; Washington DC 20515-4336,202-225-1555,RepBrianBabin,RepBrianBabin,UCPVEZgw-VbDRbLV1MRGVQNQ,B001291,Brian Babin
Beyer,Donald,,,,"Donald S. Beyer, Jr.",1950-06-20,M,rep,VA,8,,Democrat,https://beyer.house.gov,1119 Longworth House Office Building; Washington DC 20515-4608,202-225-4376,RepDonBeyer,RepDonBeyer,UCPJGVbOVcAVGiBwq8qr_T9w,B001292,Don Beyer
Plaskett,Stacey,,,,Stacey E. Plaskett,1966-05-13,F,rep,VI,0,,Democrat,https://plaskett.house.gov,2404 Rayburn House Office Building; Washington DC 20515-5500,202-225-1790,staceyplaskett,repstaceyplaskett,UC3V7biFZHDFHDFZy6cCSZUA,P000610,Stacey Plaskett
Newhouse,Dan,,,,Dan Newhouse,1955-07-10,M,rep,WA,4,,Republican,https://newhouse.house.gov,1414 Longworth House Office Building; Washington DC 20515-4704,202-225-5816,RepNewhouse,RepNewhouse,UCllbsv_aoIaPS6W3aSonZlw,N000189,Dan Newhouse
Grothman,Glenn,,,,Glenn Grothman,1955-07-03,M,rep,WI,6,,Republican,https://grothman.house.gov,1427 Longworth House Office Building; Washington DC 20515-4906,202-225-2476,RepGrothman,RepGrothman,UCui4k83Cot4aeVW_8T33fgg,G000576,Glenn Grothman
Mooney,Alex,,,,Alexander X. Mooney,1971-06-05,M,rep,WV,2,,Republican,https://mooney.house.gov,2440 Rayburn House Office Building; Washington DC 20515-4802,202-225-2711,RepAlexMooney,CongressmanAlexMooney,UCw9CGkF4Re3areluI43TGyA,M001195,Alex Mooney
Amata,Aumua,,,,Aumua Amata Coleman Radewagen,1947-12-29,F,rep,AS,0,,Republican,https://radewagen.house.gov,1339 Longworth House Office Building; Washington DC 20515-5200,202-225-8577,RepAmata,aumuaamata,UCGdrLQbt1PYDTPsampx4t1A,R000600,Amata Coleman Radewagen
Sullivan,Dan,,,,Dan Sullivan,1964-11-13,M,sen,AK,,2,Republican,https://www.sullivan.senate.gov,302 Hart Senate Office Building Washington DC 20510,202-224-3004,SenDanSullivan,SenDanSullivan,UC7tXCm8gKlAhTFo2kuf5ylw,S001198,Dan Sullivan (U.S. senator)
Perdue,David,,,,David Perdue,1949-12-10,M,sen,GA,,2,Republican,https://www.perdue.senate.gov,455 Russell Senate Office Building Washington DC 20510,202-224-3521,sendavidperdue,SenatorDavidPerdue,UCXHsrkPP4TAm0s0qB1C31Lw,P000612,David Perdue
Ernst,Joni,,,,Joni Ernst,1970-07-01,F,sen,IA,,2,Republican,https://www.ernst.senate.gov/public,730 Hart Senate Office Building Washington DC 20510,202-224-3254,SenJoniErnst,senjoniernst,UCLwrmtF_84FIcK3TyMs4MIw,E000295,Joni Ernst
Tillis,Thom,,,,Thom Tillis,1960-08-30,M,sen,NC,,2,Republican,https://www.tillis.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,202-224-6342,senthomtillis,SenatorThomTillis,UCUD9VGV4SSGWjGdbn37Ea2w,T000476,Thom Tillis
Rounds,Mike,,,,Mike Rounds,1954-10-24,M,sen,SD,,2,Republican,https://www.rounds.senate.gov,502 Hart Senate Office Building Washington DC 20510,202-224-5842,SenatorRounds,SenatorMikeRounds,UC-pvzimyBdpdkcIfsicrfrQ,R000605,Mike Rounds
Walker,Mark,,,,Mark Walker,1969-05-20,M,rep,NC,6,,Republican,https://walker.house.gov,1725 Longworth House Office Building; Washington DC 20515-3306,202-225-3065,RepMarkWalker,RepMarkWalker,UC2w0KJe43jr0Hlhi6J5smhg,W000819,Mark Walker (North Carolina politician)
Sasse,Benjamin,Eric,,,Ben Sasse,1972-02-22,M,sen,NE,,2,Republican,https://www.sasse.senate.gov/public,107 Russell Senate Office Building Washington DC 20510,202-224-4224,SenSasse,SenatorSasse,UCYaNGwcM2Dl5yDcDqS6xV2g,S001197,Ben Sasse
Kelly,Trent,,,,Trent Kelly,1966-03-01,M,rep,MS,1,,Republican,https://trentkelly.house.gov,1005 Longworth House Office Building; Washington DC 20515-2401,202-225-4306,reptrentkelly,reptrentkelly,UCtDrz-8tdg4ZgOAQHToSWaQ,K000388,Trent Kelly
LaHood,Darin,,,,Darin LaHood,1968-07-05,M,rep,IL,18,,Republican,https://lahood.house.gov,1424 Longworth House Office Building; Washington DC 20515-1318,202-225-6201,RepLaHood,replahood,UCVRbtFwaBGcixZIkygtalRw,L000585,Darin LaHood
Davidson,Warren,,,,Warren Davidson,1970-03-01,M,rep,OH,8,,Republican,https://davidson.house.gov,1107 Longworth House Office Building; Washington DC 20515-3508,202-225-6205,WarrenDavidson,CongressmanWarrenDavidson,UCMzuyZWzk44YRNesFzPTeUw,D000626,Warren Davidson
Comer,James,,,,James Comer,1972-08-19,M,rep,KY,1,,Republican,https://comer.house.gov,1037 Longworth House Office Building; Washington DC 20515-1701,202-225-3115,,congressmancomer,,C001108,James Comer (politician)
Evans,Dwight,,,,Dwight Evans,1954-05-16,M,rep,PA,3,,Democrat,https://evans.house.gov,1105 Longworth House Office Building; Washington DC 20515-3803,202-225-4001,RepDwightEvans,RepDwightEvans,,E000296,Dwight Evans (politician)
Harris,Kamala,,,,Kamala D. Harris,1964-10-20,F,sen,CA,,3,Democrat,https://www.harris.senate.gov,112 Hart Senate Office Building Washington DC 20510,202-224-3553,SenKamalaHarris,SenatorKamalaHarris,UCe1ciA1TDa5F9K6Ufr_6Fsw,H001075,Kamala Harris
Kennedy,John,Neely,,,John Kennedy,1951-11-21,M,sen,LA,,3,Republican,https://www.kennedy.senate.gov/public,416 Russell Senate Office Building Washington DC 20510,202-224-4623,SenJohnKennedy,JohnKennedyLouisiana,,K000393,John Kennedy (Louisiana politician)
Hassan,Margaret,Wood,,Maggie,Margaret Wood Hassan,1958-02-27,F,sen,NH,,3,Democrat,https://www.hassan.senate.gov,324 Hart Senate Office Building Washington DC 20510,202-224-3324,Senatorhassan,SenatorHassan,,H001076,Maggie Hassan
Cortez Masto,Catherine,,,,Catherine Cortez Masto,1964-03-29,F,sen,NV,,3,Democrat,https://www.cortezmasto.senate.gov,516 Hart Senate Office Building Washington DC 20510,202-224-3542,sencortezmasto,SenatorCortezMasto,UCip_83SiKUqwnUT57VOXrCg,C001113,Catherine Cortez Masto
Schneider,Bradley,S.,,Brad,Bradley Scott Schneider,1961-08-20,M,rep,IL,10,,Democrat,https://schneider.house.gov,1432 Longworth House Office Building; Washington DC 20515-1310,202-225-4835,repschneider,CongressmanBradSchneider,,S001190,Brad Schneider
O’Halleran,Tom,,,,Tom O’Halleran,1946-01-24,M,rep,AZ,1,,Democrat,https://ohalleran.house.gov,324 Cannon House Office Building; Washington DC 20515-0301,202-225-3361,repohalleran,repohalleran,,O000171,Tom O'Halleran
Biggs,Andy,,,,Andy Biggs,1958-11-07,M,rep,AZ,5,,Republican,https://biggs.house.gov,1318 Longworth House Office Building; Washington DC 20515-0305,202-225-2635,RepAndyBiggsAZ,RepAndyBiggs,UCqSq9kWOxk9yNTeILBCVC1w,B001302,Andy Biggs
Khanna,Ro,,,,Ro Khanna,1976-09-13,M,rep,CA,17,,Democrat,https://khanna.house.gov,221 Cannon House Office Building; Washington DC 20515-0517,202-225-2631,RepRoKhanna,RepRoKhanna,UCr4KOYv1o1oEQhy1jhhm3pQ,K000389,Ro Khanna
Panetta,Jimmy,,,,Jimmy Panetta,1969-10-01,M,rep,CA,20,,Democrat,https://panetta.house.gov,212 Cannon House Office Building; Washington DC 20515-0520,202-225-2861,RepJimmyPanetta,RepJimmyPanetta,UCmw-aERG51C96edMDPN7fXQ,P000613,Jimmy Panetta
Carbajal,Salud,,,,Salud O. Carbajal,1964-11-18,M,rep,CA,24,,Democrat,https://carbajal.house.gov,1431 Longworth House Office Building; Washington DC 20515-0524,202-225-3601,RepCarbajal,repsaludcarbajal,,C001112,Salud Carbajal
Barragán,Nanette,,,,Nanette Diaz Barragán,1976-09-15,F,rep,CA,44,,Democrat,https://barragan.house.gov,1030 Longworth House Office Building; Washington DC 20515-0544,202-225-8220,RepBarragan,CongresswomanBarragan,,B001300,Nanette Barragán
Correa,J.,Luis,,,J. Luis Correa,1958-01-24,M,rep,CA,46,,Democrat,https://correa.house.gov,1039 Longworth House Office Building; Washington DC 20515-0546,202-225-2965,reploucorrea,RepLouCorrea,UCIKJJp4QJIDjnjodc23qKkw,C001110,Lou Correa
Blunt Rochester,Lisa,,,,Lisa Blunt Rochester,1962-02-10,F,rep,DE,0,,Democrat,https://bluntrochester.house.gov,1519 Longworth House Office Building; Washington DC 20515-0800,202-225-4165,RepLBR,Rep.BluntRochester,,B001303,Lisa Blunt Rochester
Gaetz,Matt,,,,Matt Gaetz,1982-05-07,M,rep,FL,1,,Republican,https://gaetz.house.gov,1721 Longworth House Office Building; Washington DC 20515-0901,202-225-4136,RepMattGaetz,CongressmanMattGaetz,UClqXcJew_A3s8qiX-T4a9CA,G000578,Matt Gaetz
Dunn,Neal,,,,Neal P. Dunn,1953-02-16,M,rep,FL,2,,Republican,https://dunn.house.gov,316 Cannon House Office Building; Washington DC 20515-0902,202-225-5235,drnealdunnfl2,drnealdunnfl2,UCRTGfrYP-RuDzJ2KGok7TRA,D000628,Neal Dunn
Rutherford,John,,,,John H. Rutherford,1952-09-02,M,rep,FL,4,,Republican,https://rutherford.house.gov,1711 Longworth House Office Building; Washington DC 20515-0904,202-225-2501,RepRutherfordFL,RepRutherfordFL,,R000609,John Rutherford (Florida politician)
Lawson,Al,,,,"Al Lawson, Jr.",1948-09-23,M,rep,FL,5,,Democrat,https://lawson.house.gov,1406 Longworth House Office Building; Washington DC 20515-0905,202-225-0123,RepAlLawsonJr,RepAlLawsonJr,,L000586,Al Lawson
Murphy,Stephanie,,,,Stephanie N. Murphy,1978-09-16,F,rep,FL,7,,Democrat,https://murphy.house.gov,1710 Longworth House Office Building; Washington DC 20515-0907,202-225-4035,RepStephMurphy,RepStephMurphy,,M001202,Stephanie Murphy
Soto,Darren,,,,Darren Soto,1978-02-25,M,rep,FL,9,,Democrat,https://soto.house.gov,1507 Longworth House Office Building; Washington DC 20515-0909,202-225-9889,RepDarrenSoto,CongressmanDarrenSoto,,S001200,Darren Soto
Demings,Val,,,,Val Butler Demings,1957-03-12,F,rep,FL,10,,Democrat,https://demings.house.gov,217 Cannon House Office Building; Washington DC 20515-0910,202-225-2176,RepValDemings,RepresentativeValDemings,UCkcshqwFNJG6XeduOforhig,D000627,Val Demings
